2026-02-08 00:50:26,810 | INFO | redis_loader.redis | Redis already running
2026-02-15 22:16:39,205 | INFO | redis_loader.redis | Stored 'Hot Dog' under key 'food:Hot_Dog'
2026-02-15 22:16:39,206 | INFO | redis_loader.redis | Stored 'Sandwich' under key 'food:Sandwich'
2026-02-15 22:16:39,208 | INFO | redis_loader.redis | Stored 'Taco' under key 'food:Taco'
2026-02-15 22:16:39,209 | INFO | redis_loader.redis | Stored 'Taquito' under key 'food:Taquito'
2026-02-15 22:16:39,210 | INFO | redis_loader.redis | Stored 'apple_pie' under key 'food:apple_pie'
2026-02-15 22:16:39,211 | INFO | redis_loader.redis | Stored 'burger' under key 'food:burger'
2026-02-15 22:16:39,212 | INFO | redis_loader.redis | Stored 'butter_naan' under key 'food:butter_naan'
2026-02-15 22:16:39,213 | INFO | redis_loader.redis | Stored 'chai' under key 'food:chai'
2026-02-15 22:16:39,213 | INFO | redis_loader.redis | Stored 'chapati' under key 'food:chapati'
2026-02-15 22:16:39,214 | INFO | redis_loader.redis | Stored 'cheesecake' under key 'food:cheesecake'
2026-02-15 22:16:39,215 | INFO | redis_loader.redis | Stored 'chicken_curry' under key 'food:chicken_curry'
2026-02-15 22:16:39,216 | INFO | redis_loader.redis | Stored 'chole_bhature' under key 'food:chole_bhature'
2026-02-15 22:16:39,217 | INFO | redis_loader.redis | Stored 'dal_makhani' under key 'food:dal_makhani'
2026-02-15 22:16:39,218 | INFO | redis_loader.redis | Stored 'dhokla' under key 'food:dhokla'
2026-02-15 22:16:39,219 | INFO | redis_loader.redis | Stored 'fried_rice' under key 'food:fried_rice'
2026-02-15 22:16:39,220 | INFO | redis_loader.redis | Stored 'ice_cream' under key 'food:ice_cream'
2026-02-15 22:16:39,222 | INFO | redis_loader.redis | Stored 'idli' under key 'food:idli'
2026-02-15 22:16:39,224 | INFO | redis_loader.redis | Stored 'jalebi' under key 'food:jalebi'
2026-02-15 22:16:39,225 | INFO | redis_loader.redis | Stored 'kaathi_rolls' under key 'food:kaathi_rolls'
2026-02-15 22:16:39,226 | INFO | redis_loader.redis | Stored 'kadai_paneer' under key 'food:kadai_paneer'
2026-02-15 22:16:39,227 | INFO | redis_loader.redis | Stored 'kulfi' under key 'food:kulfi'
2026-02-15 22:16:39,228 | INFO | redis_loader.redis | Stored 'masala_dosa' under key 'food:masala_dosa'
2026-02-15 22:16:39,229 | INFO | redis_loader.redis | Stored 'momos' under key 'food:momos'
2026-02-15 22:16:39,231 | INFO | redis_loader.redis | Stored 'omelette' under key 'food:omelette'
2026-02-15 22:16:39,232 | INFO | redis_loader.redis | Stored 'paani_puri' under key 'food:paani_puri'
2026-02-15 22:16:39,233 | INFO | redis_loader.redis | Stored 'pakode' under key 'food:pakode'
2026-02-15 22:16:39,234 | INFO | redis_loader.redis | Stored 'pav_bhaji' under key 'food:pav_bhaji'
2026-02-15 22:16:39,234 | INFO | redis_loader.redis | Stored 'pizza' under key 'food:pizza'
2026-02-15 22:16:39,235 | INFO | redis_loader.redis | Stored 'samosa' under key 'food:samosa'
2026-02-15 22:16:39,236 | INFO | redis_loader.redis | Stored 'sushi' under key 'food:sushi'
2026-02-15 22:16:39,237 | INFO | redis_loader.redis | All food items stored in Redis
2026-02-15 22:23:31,707 | INFO | redis_loader.redis | Redis already running
2026-02-15 22:23:31,710 | INFO | redis_loader.redis | Connected to Redis
2026-02-15 22:23:31,711 | INFO | redis_loader.redis | Stored 'Baked Potato' under key 'food:Baked_Potato'
2026-02-15 22:23:31,712 | INFO | redis_loader.redis | Stored 'Crispy Chicken' under key 'food:Crispy_Chicken'
2026-02-15 22:23:31,713 | INFO | redis_loader.redis | Stored 'Donut' under key 'food:Donut'
2026-02-15 22:23:31,714 | INFO | redis_loader.redis | Stored 'Fries' under key 'food:Fries'
2026-02-15 22:23:31,715 | INFO | redis_loader.redis | Stored 'Hot Dog' under key 'food:Hot_Dog'
2026-02-15 22:23:31,717 | INFO | redis_loader.redis | Stored 'Sandwich' under key 'food:Sandwich'
2026-02-15 22:23:31,718 | INFO | redis_loader.redis | Stored 'Taco' under key 'food:Taco'
2026-02-15 22:23:31,719 | INFO | redis_loader.redis | Stored 'Taquito' under key 'food:Taquito'
2026-02-15 22:23:31,719 | INFO | redis_loader.redis | Stored 'apple_pie' under key 'food:apple_pie'
2026-02-15 22:23:31,720 | INFO | redis_loader.redis | Stored 'burger' under key 'food:burger'
2026-02-15 22:23:31,721 | INFO | redis_loader.redis | Stored 'butter_naan' under key 'food:butter_naan'
2026-02-15 22:23:31,722 | INFO | redis_loader.redis | Stored 'chai' under key 'food:chai'
2026-02-15 22:23:31,723 | INFO | redis_loader.redis | Stored 'chapati' under key 'food:chapati'
2026-02-15 22:23:31,724 | INFO | redis_loader.redis | Stored 'cheesecake' under key 'food:cheesecake'
2026-02-15 22:23:31,725 | INFO | redis_loader.redis | Stored 'chicken_curry' under key 'food:chicken_curry'
2026-02-15 22:23:31,726 | INFO | redis_loader.redis | Stored 'chole_bhature' under key 'food:chole_bhature'
2026-02-15 22:23:31,726 | INFO | redis_loader.redis | Stored 'dal_makhani' under key 'food:dal_makhani'
2026-02-15 22:23:31,727 | INFO | redis_loader.redis | Stored 'dhokla' under key 'food:dhokla'
2026-02-15 22:23:31,728 | INFO | redis_loader.redis | Stored 'fried_rice' under key 'food:fried_rice'
2026-02-15 22:23:31,729 | INFO | redis_loader.redis | Stored 'ice_cream' under key 'food:ice_cream'
2026-02-15 22:23:31,729 | INFO | redis_loader.redis | Stored 'idli' under key 'food:idli'
2026-02-15 22:23:31,730 | INFO | redis_loader.redis | Stored 'jalebi' under key 'food:jalebi'
2026-02-15 22:23:31,731 | INFO | redis_loader.redis | Stored 'kaathi_rolls' under key 'food:kaathi_rolls'
2026-02-15 22:23:31,732 | INFO | redis_loader.redis | Stored 'kadai_paneer' under key 'food:kadai_paneer'
2026-02-15 22:23:31,733 | INFO | redis_loader.redis | Stored 'kulfi' under key 'food:kulfi'
2026-02-15 22:23:31,733 | INFO | redis_loader.redis | Stored 'masala_dosa' under key 'food:masala_dosa'
2026-02-15 22:23:31,734 | INFO | redis_loader.redis | Stored 'momos' under key 'food:momos'
2026-02-15 22:23:31,735 | INFO | redis_loader.redis | Stored 'omelette' under key 'food:omelette'
2026-02-15 22:23:31,736 | INFO | redis_loader.redis | Stored 'paani_puri' under key 'food:paani_puri'
2026-02-15 22:23:31,737 | INFO | redis_loader.redis | Stored 'pakode' under key 'food:pakode'
2026-02-15 22:23:31,738 | INFO | redis_loader.redis | Stored 'pav_bhaji' under key 'food:pav_bhaji'
2026-02-15 22:23:31,739 | INFO | redis_loader.redis | Stored 'pizza' under key 'food:pizza'
2026-02-15 22:23:31,740 | INFO | redis_loader.redis | Stored 'samosa' under key 'food:samosa'
2026-02-15 22:23:31,741 | INFO | redis_loader.redis | Stored 'sushi' under key 'food:sushi'
2026-02-15 22:23:31,741 | INFO | redis_loader.redis | All food items stored in Redis
2026-02-15 22:27:07,439 | INFO | redis_loader.redis | Redis already running
2026-02-15 22:27:07,443 | INFO | redis_loader.redis | Connected to Redis
2026-02-15 22:27:07,444 | INFO | redis_loader.redis | Stored 'Baked Potato' under key 'food:Baked_Potato'
2026-02-15 22:27:07,445 | INFO | redis_loader.redis | Stored 'Crispy Chicken' under key 'food:Crispy_Chicken'
2026-02-15 22:27:07,446 | INFO | redis_loader.redis | Stored 'Donut' under key 'food:Donut'
2026-02-15 22:27:07,447 | INFO | redis_loader.redis | Stored 'Fries' under key 'food:Fries'
2026-02-15 22:27:07,448 | INFO | redis_loader.redis | Stored 'Hot Dog' under key 'food:Hot_Dog'
2026-02-15 22:27:07,449 | INFO | redis_loader.redis | Stored 'Sandwich' under key 'food:Sandwich'
2026-02-15 22:27:07,450 | INFO | redis_loader.redis | Stored 'Taco' under key 'food:Taco'
2026-02-15 22:27:07,451 | INFO | redis_loader.redis | Stored 'Taquito' under key 'food:Taquito'
2026-02-15 22:27:07,452 | INFO | redis_loader.redis | Stored 'apple_pie' under key 'food:apple_pie'
2026-02-15 22:27:07,453 | INFO | redis_loader.redis | Stored 'burger' under key 'food:burger'
2026-02-15 22:27:07,454 | INFO | redis_loader.redis | Stored 'butter_naan' under key 'food:butter_naan'
2026-02-15 22:27:07,455 | INFO | redis_loader.redis | Stored 'chai' under key 'food:chai'
2026-02-15 22:27:07,456 | INFO | redis_loader.redis | Stored 'chapati' under key 'food:chapati'
2026-02-15 22:27:07,457 | INFO | redis_loader.redis | Stored 'cheesecake' under key 'food:cheesecake'
2026-02-15 22:27:07,458 | INFO | redis_loader.redis | Stored 'chicken_curry' under key 'food:chicken_curry'
2026-02-15 22:27:07,459 | INFO | redis_loader.redis | Stored 'chole_bhature' under key 'food:chole_bhature'
2026-02-15 22:27:07,459 | INFO | redis_loader.redis | Stored 'dal_makhani' under key 'food:dal_makhani'
2026-02-15 22:27:07,460 | INFO | redis_loader.redis | Stored 'dhokla' under key 'food:dhokla'
2026-02-15 22:27:07,461 | INFO | redis_loader.redis | Stored 'fried_rice' under key 'food:fried_rice'
2026-02-15 22:27:07,462 | INFO | redis_loader.redis | Stored 'ice_cream' under key 'food:ice_cream'
2026-02-15 22:27:07,463 | INFO | redis_loader.redis | Stored 'idli' under key 'food:idli'
2026-02-15 22:27:07,464 | INFO | redis_loader.redis | Stored 'jalebi' under key 'food:jalebi'
2026-02-15 22:27:07,465 | INFO | redis_loader.redis | Stored 'kaathi_rolls' under key 'food:kaathi_rolls'
2026-02-15 22:27:07,466 | INFO | redis_loader.redis | Stored 'kadai_paneer' under key 'food:kadai_paneer'
2026-02-15 22:27:07,466 | INFO | redis_loader.redis | Stored 'kulfi' under key 'food:kulfi'
2026-02-15 22:27:07,467 | INFO | redis_loader.redis | Stored 'masala_dosa' under key 'food:masala_dosa'
2026-02-15 22:27:07,468 | INFO | redis_loader.redis | Stored 'momos' under key 'food:momos'
2026-02-15 22:27:07,469 | INFO | redis_loader.redis | Stored 'omelette' under key 'food:omelette'
2026-02-15 22:27:07,470 | INFO | redis_loader.redis | Stored 'paani_puri' under key 'food:paani_puri'
2026-02-15 22:27:07,471 | INFO | redis_loader.redis | Stored 'pakode' under key 'food:pakode'
2026-02-15 22:27:07,472 | INFO | redis_loader.redis | Stored 'pav_bhaji' under key 'food:pav_bhaji'
2026-02-15 22:27:07,473 | INFO | redis_loader.redis | Stored 'pizza' under key 'food:pizza'
2026-02-15 22:27:07,474 | INFO | redis_loader.redis | Stored 'samosa' under key 'food:samosa'
2026-02-15 22:27:07,475 | INFO | redis_loader.redis | Stored 'sushi' under key 'food:sushi'
2026-02-15 22:27:07,476 | INFO | redis_loader.redis | All food items stored in Redis
2026-02-15 22:34:00,253 | INFO | redis_loader.redis | Redis already running
2026-02-15 22:34:00,258 | INFO | redis_loader.redis | Connected to Redis
2026-02-15 22:34:00,259 | INFO | redis_loader.redis | Stored 'Baked Potato' under key 'food:Baked_Potato'
2026-02-15 22:34:00,260 | INFO | redis_loader.redis | Stored 'Crispy Chicken' under key 'food:Crispy_Chicken'
2026-02-15 22:34:00,261 | INFO | redis_loader.redis | Stored 'Donut' under key 'food:Donut'
2026-02-15 22:34:00,262 | INFO | redis_loader.redis | Stored 'Fries' under key 'food:Fries'
2026-02-15 22:34:00,263 | INFO | redis_loader.redis | Stored 'Hot Dog' under key 'food:Hot_Dog'
2026-02-15 22:34:00,263 | INFO | redis_loader.redis | Stored 'Sandwich' under key 'food:Sandwich'
2026-02-15 22:34:00,264 | INFO | redis_loader.redis | Stored 'Taco' under key 'food:Taco'
2026-02-15 22:34:00,265 | INFO | redis_loader.redis | Stored 'Taquito' under key 'food:Taquito'
2026-02-15 22:34:00,265 | INFO | redis_loader.redis | Stored 'apple_pie' under key 'food:apple_pie'
2026-02-15 22:34:00,266 | INFO | redis_loader.redis | Stored 'burger' under key 'food:burger'
2026-02-15 22:34:00,267 | INFO | redis_loader.redis | Stored 'butter_naan' under key 'food:butter_naan'
2026-02-15 22:34:00,268 | INFO | redis_loader.redis | Stored 'chai' under key 'food:chai'
2026-02-15 22:34:00,268 | INFO | redis_loader.redis | Stored 'chapati' under key 'food:chapati'
2026-02-15 22:34:00,269 | INFO | redis_loader.redis | Stored 'cheesecake' under key 'food:cheesecake'
2026-02-15 22:34:00,270 | INFO | redis_loader.redis | Stored 'chicken_curry' under key 'food:chicken_curry'
2026-02-15 22:34:00,271 | INFO | redis_loader.redis | Stored 'chole_bhature' under key 'food:chole_bhature'
2026-02-15 22:34:00,272 | INFO | redis_loader.redis | Stored 'dal_makhani' under key 'food:dal_makhani'
2026-02-15 22:34:00,272 | INFO | redis_loader.redis | Stored 'dhokla' under key 'food:dhokla'
2026-02-15 22:34:00,273 | INFO | redis_loader.redis | Stored 'fried_rice' under key 'food:fried_rice'
2026-02-15 22:34:00,274 | INFO | redis_loader.redis | Stored 'ice_cream' under key 'food:ice_cream'
2026-02-15 22:34:00,275 | INFO | redis_loader.redis | Stored 'idli' under key 'food:idli'
2026-02-15 22:34:00,276 | INFO | redis_loader.redis | Stored 'jalebi' under key 'food:jalebi'
2026-02-15 22:34:00,276 | INFO | redis_loader.redis | Stored 'kaathi_rolls' under key 'food:kaathi_rolls'
2026-02-15 22:34:00,277 | INFO | redis_loader.redis | Stored 'kadai_paneer' under key 'food:kadai_paneer'
2026-02-15 22:34:00,278 | INFO | redis_loader.redis | Stored 'kulfi' under key 'food:kulfi'
2026-02-15 22:34:00,279 | INFO | redis_loader.redis | Stored 'masala_dosa' under key 'food:masala_dosa'
2026-02-15 22:34:00,279 | INFO | redis_loader.redis | Stored 'momos' under key 'food:momos'
2026-02-15 22:34:00,280 | INFO | redis_loader.redis | Stored 'omelette' under key 'food:omelette'
2026-02-15 22:34:00,281 | INFO | redis_loader.redis | Stored 'paani_puri' under key 'food:paani_puri'
2026-02-15 22:34:00,281 | INFO | redis_loader.redis | Stored 'pakode' under key 'food:pakode'
2026-02-15 22:34:00,282 | INFO | redis_loader.redis | Stored 'pav_bhaji' under key 'food:pav_bhaji'
2026-02-15 22:34:00,283 | INFO | redis_loader.redis | Stored 'pizza' under key 'food:pizza'
2026-02-15 22:34:00,284 | INFO | redis_loader.redis | Stored 'samosa' under key 'food:samosa'
2026-02-15 22:34:00,284 | INFO | redis_loader.redis | Stored 'sushi' under key 'food:sushi'
2026-02-15 22:34:00,285 | INFO | redis_loader.redis | All food items stored in Redis
2026-02-15 22:37:34,180 | INFO | redis_loader.redis | Redis already running
2026-02-15 22:37:34,190 | INFO | redis_loader.redis | Connected to Redis
2026-02-15 22:37:34,191 | INFO | redis_loader.redis | Stored 'Baked Potato' under key 'food:Baked_Potato'
2026-02-15 22:37:34,192 | INFO | redis_loader.redis | Stored 'Crispy Chicken' under key 'food:Crispy_Chicken'
2026-02-15 22:37:34,193 | INFO | redis_loader.redis | Stored 'Donut' under key 'food:Donut'
2026-02-15 22:37:34,194 | INFO | redis_loader.redis | Stored 'Fries' under key 'food:Fries'
2026-02-15 22:37:34,195 | INFO | redis_loader.redis | Stored 'Hot Dog' under key 'food:Hot_Dog'
2026-02-15 22:37:34,195 | INFO | redis_loader.redis | Stored 'Sandwich' under key 'food:Sandwich'
2026-02-15 22:37:34,196 | INFO | redis_loader.redis | Stored 'Taco' under key 'food:Taco'
2026-02-15 22:37:34,197 | INFO | redis_loader.redis | Stored 'Taquito' under key 'food:Taquito'
2026-02-15 22:37:34,198 | INFO | redis_loader.redis | Stored 'apple_pie' under key 'food:apple_pie'
2026-02-15 22:37:34,199 | INFO | redis_loader.redis | Stored 'burger' under key 'food:burger'
2026-02-15 22:37:34,200 | INFO | redis_loader.redis | Stored 'butter_naan' under key 'food:butter_naan'
2026-02-15 22:37:34,201 | INFO | redis_loader.redis | Stored 'chai' under key 'food:chai'
2026-02-15 22:37:34,202 | INFO | redis_loader.redis | Stored 'chapati' under key 'food:chapati'
2026-02-15 22:37:34,203 | INFO | redis_loader.redis | Stored 'cheesecake' under key 'food:cheesecake'
2026-02-15 22:37:34,204 | INFO | redis_loader.redis | Stored 'chicken_curry' under key 'food:chicken_curry'
2026-02-15 22:37:34,205 | INFO | redis_loader.redis | Stored 'chole_bhature' under key 'food:chole_bhature'
2026-02-15 22:37:34,206 | INFO | redis_loader.redis | Stored 'dal_makhani' under key 'food:dal_makhani'
2026-02-15 22:37:34,207 | INFO | redis_loader.redis | Stored 'dhokla' under key 'food:dhokla'
2026-02-15 22:37:34,207 | INFO | redis_loader.redis | Stored 'fried_rice' under key 'food:fried_rice'
2026-02-15 22:37:34,208 | INFO | redis_loader.redis | Stored 'ice_cream' under key 'food:ice_cream'
2026-02-15 22:37:34,209 | INFO | redis_loader.redis | Stored 'idli' under key 'food:idli'
2026-02-15 22:37:34,210 | INFO | redis_loader.redis | Stored 'jalebi' under key 'food:jalebi'
2026-02-15 22:37:34,211 | INFO | redis_loader.redis | Stored 'kaathi_rolls' under key 'food:kaathi_rolls'
2026-02-15 22:37:34,212 | INFO | redis_loader.redis | Stored 'kadai_paneer' under key 'food:kadai_paneer'
2026-02-15 22:37:34,213 | INFO | redis_loader.redis | Stored 'kulfi' under key 'food:kulfi'
2026-02-15 22:37:34,214 | INFO | redis_loader.redis | Stored 'masala_dosa' under key 'food:masala_dosa'
2026-02-15 22:37:34,214 | INFO | redis_loader.redis | Stored 'momos' under key 'food:momos'
2026-02-15 22:37:34,215 | INFO | redis_loader.redis | Stored 'omelette' under key 'food:omelette'
2026-02-15 22:37:34,216 | INFO | redis_loader.redis | Stored 'paani_puri' under key 'food:paani_puri'
2026-02-15 22:37:34,217 | INFO | redis_loader.redis | Stored 'pakode' under key 'food:pakode'
2026-02-15 22:37:34,218 | INFO | redis_loader.redis | Stored 'pav_bhaji' under key 'food:pav_bhaji'
2026-02-15 22:37:34,218 | INFO | redis_loader.redis | Stored 'pizza' under key 'food:pizza'
2026-02-15 22:37:34,219 | INFO | redis_loader.redis | Stored 'samosa' under key 'food:samosa'
2026-02-15 22:37:34,220 | INFO | redis_loader.redis | Stored 'sushi' under key 'food:sushi'
2026-02-15 22:37:34,220 | INFO | redis_loader.redis | All food items stored in Redis
2026-02-15 22:39:46,892 | INFO | redis_loader.redis | Redis already running
2026-02-15 22:39:46,902 | INFO | redis_loader.redis | Connected to Redis
2026-02-15 22:39:46,903 | INFO | redis_loader.redis | Stored 'Baked Potato' under key 'food:Baked_Potato'
2026-02-15 22:39:46,904 | INFO | redis_loader.redis | Stored 'Crispy Chicken' under key 'food:Crispy_Chicken'
2026-02-15 22:39:46,905 | INFO | redis_loader.redis | Stored 'Donut' under key 'food:Donut'
2026-02-15 22:39:46,906 | INFO | redis_loader.redis | Stored 'Fries' under key 'food:Fries'
2026-02-15 22:39:46,907 | INFO | redis_loader.redis | Stored 'Hot Dog' under key 'food:Hot_Dog'
2026-02-15 22:39:46,908 | INFO | redis_loader.redis | Stored 'Sandwich' under key 'food:Sandwich'
2026-02-15 22:39:46,909 | INFO | redis_loader.redis | Stored 'Taco' under key 'food:Taco'
2026-02-15 22:39:46,909 | INFO | redis_loader.redis | Stored 'Taquito' under key 'food:Taquito'
2026-02-15 22:39:46,910 | INFO | redis_loader.redis | Stored 'apple_pie' under key 'food:apple_pie'
2026-02-15 22:39:46,911 | INFO | redis_loader.redis | Stored 'burger' under key 'food:burger'
2026-02-15 22:39:46,911 | INFO | redis_loader.redis | Stored 'butter_naan' under key 'food:butter_naan'
2026-02-15 22:39:46,913 | INFO | redis_loader.redis | Stored 'chai' under key 'food:chai'
2026-02-15 22:39:46,914 | INFO | redis_loader.redis | Stored 'chapati' under key 'food:chapati'
2026-02-15 22:39:46,915 | INFO | redis_loader.redis | Stored 'cheesecake' under key 'food:cheesecake'
2026-02-15 22:39:46,916 | INFO | redis_loader.redis | Stored 'chicken_curry' under key 'food:chicken_curry'
2026-02-15 22:39:46,917 | INFO | redis_loader.redis | Stored 'chole_bhature' under key 'food:chole_bhature'
2026-02-15 22:39:46,918 | INFO | redis_loader.redis | Stored 'dal_makhani' under key 'food:dal_makhani'
2026-02-15 22:39:46,919 | INFO | redis_loader.redis | Stored 'dhokla' under key 'food:dhokla'
2026-02-15 22:39:46,920 | INFO | redis_loader.redis | Stored 'fried_rice' under key 'food:fried_rice'
2026-02-15 22:39:46,920 | INFO | redis_loader.redis | Stored 'ice_cream' under key 'food:ice_cream'
2026-02-15 22:39:46,921 | INFO | redis_loader.redis | Stored 'idli' under key 'food:idli'
2026-02-15 22:39:46,922 | INFO | redis_loader.redis | Stored 'jalebi' under key 'food:jalebi'
2026-02-15 22:39:46,923 | INFO | redis_loader.redis | Stored 'kaathi_rolls' under key 'food:kaathi_rolls'
2026-02-15 22:39:46,923 | INFO | redis_loader.redis | Stored 'kadai_paneer' under key 'food:kadai_paneer'
2026-02-15 22:39:46,924 | INFO | redis_loader.redis | Stored 'kulfi' under key 'food:kulfi'
2026-02-15 22:39:46,925 | INFO | redis_loader.redis | Stored 'masala_dosa' under key 'food:masala_dosa'
2026-02-15 22:39:46,926 | INFO | redis_loader.redis | Stored 'momos' under key 'food:momos'
2026-02-15 22:39:46,926 | INFO | redis_loader.redis | Stored 'omelette' under key 'food:omelette'
2026-02-15 22:39:46,927 | INFO | redis_loader.redis | Stored 'paani_puri' under key 'food:paani_puri'
2026-02-15 22:39:46,928 | INFO | redis_loader.redis | Stored 'pakode' under key 'food:pakode'
2026-02-15 22:39:46,929 | INFO | redis_loader.redis | Stored 'pav_bhaji' under key 'food:pav_bhaji'
2026-02-15 22:39:46,930 | INFO | redis_loader.redis | Stored 'pizza' under key 'food:pizza'
2026-02-15 22:39:46,931 | INFO | redis_loader.redis | Stored 'samosa' under key 'food:samosa'
2026-02-15 22:39:46,931 | INFO | redis_loader.redis | Stored 'sushi' under key 'food:sushi'
2026-02-15 22:39:46,932 | INFO | redis_loader.redis | All food items stored in Redis
2026-02-16 00:26:28,754 | INFO | redis_loader.redis | Redis not running. Starting Redis...
2026-02-16 00:26:31,766 | INFO | redis_loader.redis | Redis started successfully
2026-02-16 00:26:31,777 | INFO | redis_loader.redis | Connected to Redis
2026-02-16 00:26:31,779 | INFO | redis_loader.redis | Stored 'Baked Potato' under key 'food:Baked_Potato'
2026-02-16 00:26:31,780 | INFO | redis_loader.redis | Stored 'Crispy Chicken' under key 'food:Crispy_Chicken'
2026-02-16 00:26:31,783 | INFO | redis_loader.redis | Stored 'Donut' under key 'food:Donut'
2026-02-16 00:26:31,785 | INFO | redis_loader.redis | Stored 'Fries' under key 'food:Fries'
2026-02-16 00:26:31,787 | INFO | redis_loader.redis | Stored 'Hot Dog' under key 'food:Hot_Dog'
2026-02-16 00:26:31,789 | INFO | redis_loader.redis | Stored 'Sandwich' under key 'food:Sandwich'
2026-02-16 00:26:31,792 | INFO | redis_loader.redis | Stored 'Taco' under key 'food:Taco'
2026-02-16 00:26:31,793 | INFO | redis_loader.redis | Stored 'Taquito' under key 'food:Taquito'
2026-02-16 00:26:31,795 | INFO | redis_loader.redis | Stored 'apple_pie' under key 'food:apple_pie'
2026-02-16 00:26:31,797 | INFO | redis_loader.redis | Stored 'burger' under key 'food:burger'
2026-02-16 00:26:31,798 | INFO | redis_loader.redis | Stored 'butter_naan' under key 'food:butter_naan'
2026-02-16 00:26:31,800 | INFO | redis_loader.redis | Stored 'chai' under key 'food:chai'
2026-02-16 00:26:31,804 | INFO | redis_loader.redis | Stored 'chapati' under key 'food:chapati'
2026-02-16 00:26:31,814 | INFO | redis_loader.redis | Stored 'cheesecake' under key 'food:cheesecake'
2026-02-16 00:26:31,815 | INFO | redis_loader.redis | Stored 'chicken_curry' under key 'food:chicken_curry'
2026-02-16 00:26:31,817 | INFO | redis_loader.redis | Stored 'chole_bhature' under key 'food:chole_bhature'
2026-02-16 00:26:31,819 | INFO | redis_loader.redis | Stored 'dal_makhani' under key 'food:dal_makhani'
2026-02-16 00:26:31,821 | INFO | redis_loader.redis | Stored 'dhokla' under key 'food:dhokla'
2026-02-16 00:26:31,822 | INFO | redis_loader.redis | Stored 'fried_rice' under key 'food:fried_rice'
2026-02-16 00:26:31,824 | INFO | redis_loader.redis | Stored 'ice_cream' under key 'food:ice_cream'
2026-02-16 00:26:31,828 | INFO | redis_loader.redis | Stored 'idli' under key 'food:idli'
2026-02-16 00:26:31,832 | INFO | redis_loader.redis | Stored 'jalebi' under key 'food:jalebi'
2026-02-16 00:26:31,835 | INFO | redis_loader.redis | Stored 'kaathi_rolls' under key 'food:kaathi_rolls'
2026-02-16 00:26:31,837 | INFO | redis_loader.redis | Stored 'kadai_paneer' under key 'food:kadai_paneer'
2026-02-16 00:26:31,838 | INFO | redis_loader.redis | Stored 'kulfi' under key 'food:kulfi'
2026-02-16 00:26:31,840 | INFO | redis_loader.redis | Stored 'masala_dosa' under key 'food:masala_dosa'
2026-02-16 00:26:31,841 | INFO | redis_loader.redis | Stored 'momos' under key 'food:momos'
2026-02-16 00:26:31,842 | INFO | redis_loader.redis | Stored 'omelette' under key 'food:omelette'
2026-02-16 00:26:31,843 | INFO | redis_loader.redis | Stored 'paani_puri' under key 'food:paani_puri'
2026-02-16 00:26:31,844 | INFO | redis_loader.redis | Stored 'pakode' under key 'food:pakode'
2026-02-16 00:26:31,845 | INFO | redis_loader.redis | Stored 'pav_bhaji' under key 'food:pav_bhaji'
2026-02-16 00:26:31,846 | INFO | redis_loader.redis | Stored 'pizza' under key 'food:pizza'
2026-02-16 00:26:31,847 | INFO | redis_loader.redis | Stored 'samosa' under key 'food:samosa'
2026-02-16 00:26:31,848 | INFO | redis_loader.redis | Stored 'sushi' under key 'food:sushi'
2026-02-16 00:26:31,849 | INFO | redis_loader.redis | All food items stored in Redis
2026-02-17 00:56:13,158 | INFO | redis_loader.redis | Redis not running. Starting Redis...
2026-02-17 00:56:16,165 | INFO | redis_loader.redis | Redis started successfully
2026-02-17 00:56:16,176 | INFO | redis_loader.redis | Connected to Redis
2026-02-17 00:56:16,180 | INFO | redis_loader.redis | Model metrics stored successfully | model=cnn | key=model:cnn:metrics
2026-02-17 00:56:16,182 | INFO | redis_loader.redis | Model metrics stored successfully | model=vgg16 | key=model:vgg16:metrics
2026-02-17 00:56:16,186 | INFO | redis_loader.redis | Model metrics stored successfully | model=resnet50 | key=model:resnet50:metrics
2026-02-17 12:48:14,459 | INFO | redis_loader.redis | Redis not running. Starting Redis...
2026-02-17 12:48:17,466 | INFO | redis_loader.redis | Redis started successfully
2026-02-17 12:48:17,475 | INFO | redis_loader.redis | Connected to Redis
2026-02-17 12:48:17,478 | INFO | redis_loader.redis | Model metrics stored successfully | model=cnn | key=model:cnn:metrics
2026-02-17 12:48:17,481 | INFO | redis_loader.redis | Model metrics stored successfully | model=vgg16 | key=model:vgg16:metrics
2026-02-17 12:48:17,483 | INFO | redis_loader.redis | Model metrics stored successfully | model=resnet50 | key=model:resnet50:metrics
2026-02-17 12:50:21,913 | INFO | redis_loader.redis | Redis already running
2026-02-17 12:50:21,926 | INFO | redis_loader.redis | Connected to Redis
2026-02-17 12:50:21,930 | INFO | redis_loader.redis | Model metrics stored successfully | model=cnn | key=model:cnn:metrics
2026-02-17 12:50:21,932 | INFO | redis_loader.redis | Model metrics stored successfully | model=vgg16 | key=model:vgg16:metrics
2026-02-17 12:50:21,935 | INFO | redis_loader.redis | Model metrics stored successfully | model=resnet50 | key=model:resnet50:metrics
2026-02-17 12:50:36,262 | INFO | redis_loader.redis | Redis already running
2026-02-17 12:50:36,271 | INFO | redis_loader.redis | Connected to Redis
2026-02-17 12:50:36,271 | INFO | redis_loader.redis | Stored 'Baked Potato' under key 'food:Baked_Potato'
2026-02-17 12:50:36,272 | INFO | redis_loader.redis | Stored 'Crispy Chicken' under key 'food:Crispy_Chicken'
